y_pm25,x_aod,sensor_type
18.4,304.0,reference grade
12.3,55.0,reference grade
12.5,55.0,reference grade
12.6,253.0,reference grade
12.8,253.0,reference grade
7.9,11.0,reference grade
9.9,198.0,reference grade
9.9,198.0,reference grade
14.6,279.0,reference grade
11.9,35.0,reference grade
12.0,35.0,reference grade
11.9,378.0,reference grade
11.6,378.0,reference grade
38.2,466.0,reference grade
32.5,420.0,reference grade
31.8,420.0,reference grade
28.9,190.0,reference grade
28.9,190.0,reference grade
24.3,185.0,reference grade
23.8,185.0,reference grade
14.9,52.0,reference grade
14.9,52.0,reference grade
15.3,36.0,reference grade
15.5,36.0,reference grade
18.6,48.0,reference grade
19.1,48.0,reference grade
19.6,120.0,reference grade
19.6,120.0,reference grade
17.9,183.0,reference grade
17.6,183.0,reference grade
17.6,176.0,reference grade
22.2,222.0,reference grade
22.0,222.0,reference grade
22.1,381.0,reference grade
22.0,381.0,reference grade
21.5,220.0,reference grade
22.3,263.0,reference grade
24.0,85.0,reference grade
24.3,85.0,reference grade
24.3,130.0,reference grade
22.5,30.0,reference grade
22.2,30.0,reference grade
21.8,176.0,reference grade
21.9,176.0,reference grade
21.4,3.0,reference grade
21.2,3.0,reference grade
21.1,3.0,reference grade
21.0,69.0,reference grade
20.9,69.0,reference grade
20.8,69.0,reference grade
23.8,125.0,reference grade
25.9,91.0,reference grade
26.2,91.0,reference grade
27.3,270.0,reference grade
26.9,270.0,reference grade
20.9,286.0,reference grade
20.4,286.0,reference grade
20.3,140.0,reference grade
20.5,140.0,reference grade
21.7,153.0,reference grade
21.7,153.0,reference grade
18.5,113.0,reference grade
18.4,166.0,reference grade
18.4,166.0,reference grade
54.1,491.0,reference grade
54.6,491.0,reference grade
54.3,605.0,reference grade
53.9,605.0,reference grade
34.2,342.0,reference grade
33.7,342.0,reference grade
32.9,543.0,reference grade
33.0,543.0,reference grade
34.1,543.0,reference grade
37.8,177.0,reference grade
38.3,177.0,reference grade
37.5,116.0,reference grade
35.9,116.0,reference grade
33.8,100.0,reference grade
33.7,100.0,reference grade
44.4,15.0,reference grade
43.8,15.0,reference grade
41.2,127.0,reference grade
39.8,127.0,reference grade
22.6,50.0,reference grade
22.3,50.0,reference grade
21.7,103.0,reference grade
21.7,103.0,reference grade
28.3,254.0,reference grade
27.0,160.0,reference grade
26.7,160.0,reference grade
20.9,104.0,reference grade
20.9,104.0,reference grade
21.6,109.0,reference grade
22.4,109.0,reference grade
34.0,113.0,reference grade
34.1,99.0,reference grade
34.1,99.0,reference grade
38.3,214.0,reference grade
38.4,214.0,reference grade
33.1,103.0,reference grade
36.0,232.0,reference grade
35.7,220.0,reference grade
30.1,184.0,reference grade
29.3,199.0,reference grade
29.2,199.0,reference grade
38.4,213.0,reference grade
39.1,323.0,reference grade
39.6,323.0,reference grade
33.1,329.0,reference grade
39.4,192.0,reference grade
40.2,192.0,reference grade
41.8,167.0,reference grade
42.8,167.0,reference grade
43.9,167.0,reference grade
29.2,129.0,reference grade
29.8,129.0,reference grade
32.8,109.0,reference grade
33.1,109.0,reference grade
33.7,89.0,reference grade
33.9,89.0,reference grade
41.2,99.0,reference grade
43.5,167.0,reference grade
43.9,167.0,reference grade
62.1,62.0,reference grade
63.2,62.0,reference grade
66.6,335.0,reference grade
66.6,335.0,reference grade
41.8,298.0,reference grade
41.1,298.0,reference grade
102.5,955.0,reference grade
99.7,955.0,reference grade
91.8,1102.0,reference grade
90.9,1102.0,reference grade
105.5,789.0,reference grade
106.3,789.0,reference grade
123.0,528.0,reference grade
126.7,1101.0,reference grade
132.4,1101.0,reference grade
138.8,1138.0,reference grade
135.1,1138.0,reference grade
128.9,799.0,reference grade
125.8,799.0,reference grade
65.9,558.0,reference grade
64.3,558.0,reference grade
60.7,718.0,reference grade
58.9,718.0,reference grade
57.8,718.0,reference grade
43.6,278.0,reference grade
48.7,233.0,reference grade
50.6,233.0,reference grade
73.9,313.0,reference grade
71.8,313.0,reference grade
60.4,554.0,reference grade
58.2,299.0,reference grade
57.9,299.0,reference grade
74.5,194.0,reference grade
77.8,194.0,reference grade
86.4,240.0,reference grade
88.6,240.0,reference grade
106.7,962.0,reference grade
109.9,962.0,reference grade
114.1,752.0,reference grade
114.6,752.0,reference grade
79.4,534.0,reference grade
40.6,232.0,reference grade
40.0,232.0,reference grade
41.4,213.0,reference grade
42.2,213.0,reference grade
41.5,209.0,reference grade
45.2,242.0,reference grade
45.4,242.0,reference grade
52.8,293.0,reference grade
53.3,293.0,reference grade
54.4,254.0,reference grade
54.2,254.0,reference grade
39.6,213.0,reference grade
39.8,213.0,reference grade
40.3,213.0,reference grade
41.0,349.0,reference grade
60.8,722.0,reference grade
61.8,722.0,reference grade
62.1,872.0,reference grade
61.8,872.0,reference grade
69.5,813.0,reference grade
69.6,813.0,reference grade
70.4,792.0,reference grade
61.1,939.0,reference grade
60.5,939.0,reference grade
72.4,357.0,reference grade
72.6,357.0,reference grade
94.4,659.0,reference grade
95.1,659.0,reference grade
84.6,1018.0,reference grade
83.6,1018.0,reference grade
79.5,842.0,reference grade
77.6,842.0,reference grade
47.8,427.0,reference grade
47.5,427.0,reference grade
47.2,82.0,reference grade
47.1,82.0,reference grade
47.7,589.0,reference grade
47.6,589.0,reference grade
56.0,673.0,reference grade
56.8,673.0,reference grade
47.6,829.0,reference grade
46.2,829.0,reference grade
32.9,312.0,reference grade
33.4,312.0,reference grade
34.6,312.0,reference grade
37.1,504.0,reference grade
38.2,504.0,reference grade
39.7,504.0,reference grade
34.7,253.0,reference grade
35.9,253.0,reference grade
39.7,292.0,reference grade
40.7,292.0,reference grade
116.2,1196.0,reference grade
117.8,1196.0,reference grade
126.2,1216.0,reference grade
